tenure,Contract,InternetService,PaymentMethod,TotalCharges,MonthlyCharges,PaperlessBilling,StreamingTV,StreamingMovies,Partner,Churn
5,0,2,2,446.05,83.15,1,2,1,0,1
49,0,1,1,2106.05,43.8,0,1,1,0,0
40,1,1,2,2511.55,62.05,0,2,2,0,0
16,1,0,2,318.6,20.1,0,0,0,0,0
10,0,2,1,811.8,74.15,1,1,1,0,1
72,1,2,0,7323.15,101.35,1,2,2,1,0
2,0,2,0,186.05,84.05,1,1,2,0,0
23,2,0,1,454.0,20.9,0,0,0,1,0
71,1,2,0,7521.95,105.9,1,2,2,0,0
11,0,2,0,1056.95,99.5,1,2,2,1,1
1,0,1,1,44.15,44.15,1,1,1,0,1
16,0,1,1,834.15,53.9,1,1,1,0,1
1,0,2,1,85.45,85.45,1,1,2,0,1
12,0,2,2,999.8,85.05,1,1,2,1,0
54,1,1,2,2369.7,44.1,0,1,2,0,0
68,2,2,2,6297.65,90.2,0,1,1,1,0
4,0,1,1,239.55,50.85,0,1,1,1,1
1,0,1,0,59.2,59.2,0,1,2,0,1
27,0,1,1,1461.45,53.45,0,1,1,0,0
21,0,0,1,416.4,19.95,1,0,0,0,0
13,0,2,0,1060.6,83.2,1,2,1,0,1
64,0,1,2,4869.35,74.65,0,1,2,0,0
1,0,1,0,54.9,54.9,1,1,1,0,1
57,2,1,2,3265.95,57.5,1,2,2,1,0
21,0,2,0,2254.2,103.9,1,2,2,1,1
19,2,0,1,358.15,19.65,0,0,0,0,0
31,1,2,0,2939.8,93.8,1,2,2,1,0
52,2,1,1,4652.4,89.25,1,2,2,0,0
46,1,2,0,4408.45,94.15,1,1,2,0,0
11,0,1,0,580.8,55.6,1,1,1,0,0
53,0,1,2,2495.2,48.7,1,1,2,1,0
11,0,0,1,180.3,19.25,1,0,0,1,1
57,0,2,2,5913.95,104.9,1,2,2,0,0
2,0,2,1,158.4,75.45,1,1,1,0,1
2,0,1,1,104.2,54.85,0,1,1,0,1
71,2,0,2,1389.35,19.9,0,0,0,1,0
1,0,0,1,19.4,19.4,1,0,0,1,0
68,2,0,2,1629.2,25.05,0,0,0,1,0
72,2,1,1,6033.1,84.45,0,2,2,1,0
2,0,0,1,44.4,19.3,0,0,0,0,0
1,0,2,0,95.1,95.1,1,2,2,1,1
41,1,1,2,3320.75,79.85,1,2,2,0,0
72,2,0,2,1867.7,25.55,0,0,0,1,0
6,0,2,0,438.0,75.5,1,1,1,1,1
4,0,2,0,325.45,73.75,1,1,1,1,1
12,0,2,0,1148.1,96.05,1,2,2,0,1
58,1,1,0,3972.25,68.4,1,1,2,1,0
7,0,0,1,155.9,20.65,0,0,0,0,0
65,0,1,1,3673.15,55.15,1,1,1,1,0
1,0,2,1,70.6,70.6,1,1,1,0,0
56,1,0,2,1126.75,19.95,0,0,0,1,0
4,0,0,1,73.45,19.0,0,0,0,0,0
58,1,1,1,2413.05,44.1,1,1,1,1,0
62,2,2,2,6912.7,107.6,1,2,2,1,0
26,1,1,0,1581.95,61.55,0,1,1,0,0
62,0,2,2,5586.45,90.7,0,1,1,0,0
58,1,2,2,5846.65,99.25,0,2,2,1,0
68,2,1,0,6424.7,91.7,1,2,2,1,0
61,1,2,2,6018.65,100.7,1,1,2,1,0
42,2,1,2,3373.4,78.45,1,2,2,0,0
18,0,2,2,1537.9,84.3,0,2,1,0,0
56,2,0,2,1080.55,19.55,1,0,0,0,0
4,0,2,0,355.2,88.95,1,1,2,0,1
4,0,0,2,82.85,20.45,0,0,0,0,0
35,1,1,2,2016.45,55.6,0,1,1,0,0
64,0,2,2,5327.25,86.8,1,1,1,1,0
31,1,0,1,683.25,20.95,0,0,0,0,0
67,2,0,2,1263.05,20.05,1,0,0,1,0
4,0,1,2,151.3,50.7,0,1,1,0,1
70,2,2,0,7714.65,113.65,1,2,2,1,0
3,0,1,2,188.7,53.4,0,2,1,0,1
53,0,2,0,5549.4,101.9,1,2,2,1,1
2,2,1,1,130.5,59.5,0,1,1,1,0
29,0,2,2,2621.75,87.8,1,2,2,1,0
47,2,1,1,1875.25,41.9,0,1,1,0,0
68,1,2,0,5685.8,83.0,1,2,1,1,1
12,0,1,1,837.5,69.85,1,2,2,0,0
8,0,1,2,401.5,56.3,0,1,1,1,0
54,0,2,0,6118.95,109.55,0,2,2,1,0
69,2,2,1,6480.9,92.15,1,2,1,1,0
26,0,1,2,1800.05,69.5,1,2,1,0,0
72,2,2,2,7104.2,97.0,1,1,1,1,0
70,2,1,2,4214.25,58.35,1,2,2,0,0
1,0,1,1,50.6,50.6,0,1,1,0,1
10,0,2,0,863.1,89.5,1,2,2,0,1
28,1,2,2,1992.2,70.4,1,1,1,1,0
1,0,2,0,69.8,69.8,1,1,1,0,1
21,0,2,0,1948.35,94.3,1,2,2,1,0
51,0,2,2,4750.95,93.8,1,2,1,1,1
53,1,0,2,1007.9,19.55,0,0,0,1,0
53,1,2,0,5036.9,95.95,0,1,2,0,0
24,0,2,0,2391.8,101.05,1,2,2,1,1
70,2,1,2,6859.05,94.8,1,2,2,1,0
61,1,2,0,6521.9,107.75,1,2,2,0,0
11,1,1,1,617.85,54.6,1,1,1,0,0
2,0,2,2,157.75,71.3,1,1,1,0,0
25,1,0,2,516.3,19.5,1,0,0,0,0
41,1,1,2,2364.0,56.3,1,1,1,0,0
18,0,2,0,1687.95,94.7,1,2,2,1,1
72,2,2,2,7689.95,104.15,1,2,2,1,1
71,2,1,2,6239.05,90.55,1,2,2,1,0
34,1,1,1,2042.05,60.8,1,1,1,1,0
29,0,2,2,2807.1,98.8,1,2,2,0,0
40,1,2,2,4116.8,98.15,1,2,1,1,0
36,1,1,1,1317.95,35.35,0,1,1,1,0
46,1,2,0,4594.65,103.15,1,2,2,1,0
58,1,2,0,6332.75,107.75,1,2,2,0,0
39,1,2,2,3213.75,81.4,0,1,1,0,0
4,0,1,2,229.55,61.45,0,1,2,1,1
52,1,2,2,4976.15,95.7,1,2,1,1,0
70,1,2,0,7308.95,104.8,1,2,2,1,0
65,1,2,2,4555.2,70.95,1,1,1,1,0
1,0,1,1,44.95,44.95,1,1,1,0,0
70,1,2,0,6982.5,97.65,1,2,2,1,0
29,0,1,1,1025.15,35.65,1,1,1,1,0
1,0,2,0,90.55,90.55,1,2,2,0,1
67,2,1,1,5714.2,85.25,1,2,2,0,0
1,0,0,1,19.5,19.5,1,0,0,0,0
26,0,2,2,2274.35,88.8,1,2,2,0,1
30,2,0,1,789.55,25.1,1,0,0,1,0
48,0,2,2,4834.0,100.05,1,2,2,1,0
55,0,1,0,3131.8,55.7,0,1,1,1,0
7,0,2,1,602.55,85.2,1,1,2,0,1
37,0,2,0,3369.25,91.15,1,2,1,0,0
31,0,2,2,2674.15,83.85,1,1,2,1,0
4,0,1,0,199.75,45.9,1,1,1,0,0
72,2,0,2,1790.8,25.1,1,0,0,1,0
5,0,2,0,449.75,91.4,1,2,2,0,1
1,0,0,1,19.7,19.7,0,0,0,1,0
15,0,2,0,1400.3,91.5,1,2,2,0,0
8,0,1,2,411.6,51.3,1,1,1,1,0
35,1,0,1,741.0,21.1,0,0,0,0,0
56,0,2,0,5841.35,104.75,0,2,2,0,0
42,0,2,2,4512.7,106.15,1,2,2,1,1
65,0,2,0,5688.45,85.75,1,1,1,1,0
2,1,0,1,31.9,20.3,0,0,0,1,0
65,1,2,0,6674.65,100.75,1,2,2,1,0
18,0,2,0,1345.75,74.15,1,1,1,0,0
23,1,1,0,1843.05,78.55,1,2,2,0,0
4,0,1,1,196.95,45.3,1,1,1,0,1
70,2,0,2,1433.8,19.85,0,0,0,1,0
4,0,1,0,214.55,50.7,0,1,1,0,0
19,0,1,2,865.85,45.0,1,1,1,0,0
18,0,2,0,1358.6,77.8,0,1,1,0,0
38,0,2,0,3147.15,83.45,1,1,2,1,0
2,0,2,2,131.05,73.25,1,1,1,0,1
47,1,2,2,4535.85,94.8,0,2,1,0,0
52,2,0,2,1078.75,20.1,0,0,0,1,0
9,0,1,1,542.4,59.9,0,1,2,0,0
26,1,1,2,2312.55,90.1,1,2,2,1,0
8,0,1,0,415.05,51.05,1,1,1,1,1
44,1,1,0,3250.45,70.95,1,2,1,1,0
3,0,1,1,98.5,29.2,0,1,1,0,0
2,0,1,2,87.9,46.6,1,1,1,0,0
9,0,2,2,754.65,85.35,1,2,1,1,1
1,0,2,0,75.35,75.35,1,1,1,0,1
25,0,2,2,1952.25,74.3,0,1,1,0,0
2,0,2,0,153.8,69.3,1,1,1,1,0
43,0,2,0,3198.6,75.2,1,1,1,0,1
1,0,0,1,20.9,20.9,0,0,0,0,1
58,1,2,0,5610.15,94.3,1,1,2,1,0
59,2,1,1,4519.5,76.45,1,2,1,1,0
44,1,1,0,2440.25,54.0,1,2,2,0,0
66,1,2,0,6860.6,104.25,1,2,2,0,0
68,2,0,2,1377.7,19.95,0,0,0,1,0
9,0,1,0,190.25,24.95,1,1,1,0,0
19,0,2,0,1651.95,84.75,1,1,1,0,0
4,0,0,1,78.3,19.75,0,0,0,0,0
70,2,2,2,7939.25,113.65,1,2,2,0,0
1,0,1,1,44.9,44.9,1,1,1,0,0
8,0,2,0,576.7,75.25,1,1,1,0,0
53,2,0,1,1279.0,24.6,0,0,0,0,0
51,1,0,2,1260.7,25.0,0,0,0,0,0
11,0,0,2,267.35,20.95,0,0,0,1,0
60,2,2,0,6586.85,110.6,1,2,2,1,0
17,0,1,2,934.15,55.5,1,1,1,0,0
3,0,1,0,123.65,43.3,1,1,1,0,1
70,1,2,2,7534.65,109.5,1,2,2,1,1
1,0,0,1,19.45,19.45,0,0,0,0,0
43,0,2,0,3645.6,84.85,1,2,1,0,0
16,0,0,1,314.45,19.6,0,0,0,1,0
57,1,1,0,3053.0,53.45,0,1,1,1,0
37,1,0,2,677.05,19.8,0,0,0,1,0
72,2,2,2,7965.95,112.1,0,2,2,1,0
11,0,2,2,906.85,84.8,1,1,2,0,1
50,0,2,0,4888.7,95.05,1,2,1,1,1
5,0,1,0,237.25,50.35,0,1,1,0,1
1,0,2,2,74.6,74.6,1,1,1,1,1
16,0,0,1,342.4,19.7,1,0,0,0,1
2,0,2,0,140.1,74.2,1,1,1,1,0
17,0,1,1,1108.0,69.0,1,2,1,0,0
16,1,0,2,295.55,19.35,0,0,0,0,0
15,0,1,0,892.65,59.45,1,1,2,0,1
10,1,0,1,198.25,19.8,1,0,0,0,0
46,1,2,2,4822.85,105.2,1,2,2,0,1
64,2,2,2,6741.15,109.2,1,2,2,1,0
1,0,2,1,79.15,79.15,1,1,1,0,0
25,1,1,1,1355.45,53.65,0,1,1,1,0
71,2,2,2,7209.0,100.2,0,2,1,1,0
8,0,1,1,438.4,45.15,1,1,1,0,1
72,2,2,2,7726.35,108.65,1,2,2,1,0
49,0,1,2,2070.75,40.65,0,2,1,1,0
29,1,1,2,1636.95,55.35,1,1,2,1,0
72,2,2,2,7581.5,105.6,0,1,2,1,0
31,0,2,0,3019.5,93.8,0,2,1,1,1
50,0,2,0,4729.75,95.7,1,2,2,0,0
71,2,1,0,6126.1,83.2,0,2,2,1,0
70,2,1,2,6333.4,90.05,0,2,2,1,0
71,1,2,2,6687.85,97.65,0,1,2,0,0
61,2,1,2,4158.25,68.05,1,1,1,1,0
32,0,2,0,3183.4,96.2,1,2,2,0,1
1,0,2,0,79.6,79.6,1,1,2,0,1
68,2,2,2,7149.35,102.1,1,1,2,0,0
62,2,0,2,1429.65,23.4,0,0,0,0,0
7,0,2,0,472.65,71.05,1,1,1,0,0
20,0,2,0,1734.5,85.25,1,2,1,0,1
6,1,0,1,113.5,19.45,0,0,0,1,0
33,0,1,2,1884.65,59.45,1,2,2,0,0
28,1,2,2,2568.15,92.2,0,2,2,1,0
27,2,0,2,470.0,19.85,0,0,0,0,0
7,0,1,1,278.4,43.9,0,1,1,0,0
26,0,2,0,2088.8,80.5,1,1,1,0,1
5,0,2,0,502.6,89.8,1,1,2,0,1
30,0,2,2,2595.85,90.5,1,1,2,0,0
63,1,2,2,5825.5,90.45,0,1,2,0,0
1,0,1,0,50.75,50.75,1,1,1,0,1
53,1,1,0,4449.75,84.6,1,2,2,0,0
14,0,2,2,1208.35,89.65,1,1,2,1,1
21,0,2,2,1956.4,99.15,1,2,2,0,0
17,1,0,1,310.6,19.95,0,0,0,0,0
16,2,0,1,290.55,20.5,0,0,0,1,0
35,0,1,0,2096.1,62.1,1,1,2,0,0
32,0,2,0,2665.0,79.5,1,1,2,0,0
28,0,0,2,543.8,19.55,1,0,0,1,0
1,0,0,1,20.35,20.35,1,0,0,0,0
59,0,1,0,3005.8,51.7,1,2,2,0,0
72,1,0,2,1623.15,23.3,1,0,0,1,0
36,1,1,1,2498.4,65.4,1,1,2,0,1
40,0,1,1,2586.0,65.1,0,2,1,0,0
40,0,2,0,3292.3,81.2,1,1,1,1,0
9,0,1,1,651.4,72.9,1,2,2,0,1
63,2,1,2,4674.55,74.5,0,2,1,1,0
3,0,2,0,232.35,80.5,1,2,1,0,0
40,1,1,1,2448.5,60.3,0,2,2,1,0
8,0,2,1,658.1,75.0,1,1,1,1,0
34,1,2,1,3128.8,90.15,0,2,1,1,0
5,0,1,1,223.45,40.0,0,1,1,0,1
9,0,2,2,919.4,99.45,1,2,2,0,1
9,0,1,2,653.95,69.05,1,1,2,1,0
31,0,1,2,1825.5,59.7,0,1,2,1,0
50,1,0,2,943.1,19.85,1,0,0,1,0
2,0,2,0,181.65,86.25,1,1,1,0,1
1,0,1,0,45.65,45.65,1,1,1,0,1
8,0,2,1,551.35,70.1,1,1,1,0,1
9,0,1,0,359.4,40.75,0,1,2,0,0
2,0,2,2,115.95,70.2,1,1,1,0,1
3,0,1,0,165.2,55.35,0,1,1,0,1
25,0,2,2,2338.35,95.7,1,2,2,1,0
1,0,1,0,46.3,46.3,0,1,1,0,0
45,0,1,1,3541.1,81.3,0,2,1,1,0
51,0,2,0,4146.05,84.2,1,1,1,1,1
55,0,0,2,1087.25,20.0,0,0,0,1,0
38,0,1,2,2522.4,66.15,1,1,1,0,0
2,0,1,1,81.0,45.85,0,1,1,0,1
38,0,0,0,717.3,19.6,0,0,0,1,0
34,0,1,0,1734.2,49.8,1,1,1,0,0
70,1,2,0,7069.3,101.75,1,2,2,1,0
13,1,1,1,742.9,55.15,0,1,1,0,0
39,0,2,0,3017.65,75.25,0,1,1,0,1
61,1,2,0,6423.0,103.95,1,2,2,0,0
12,0,2,2,1164.3,100.15,1,2,2,0,1
41,2,2,2,4220.35,99.65,1,2,2,0,0
21,0,2,0,1558.7,73.7,1,1,1,0,0
55,1,1,2,2743.45,50.05,1,2,2,0,0
69,2,1,2,4055.5,60.25,0,2,2,1,0
26,0,2,0,2710.25,105.75,0,2,2,1,1
69,1,2,2,6055.55,87.3,0,1,2,1,0
18,0,1,0,810.7,48.35,1,2,2,1,1
47,0,1,0,2538.2,54.25,0,1,1,1,0
72,2,1,2,6129.2,85.3,0,2,2,1,0
33,0,1,0,1750.85,50.0,1,2,1,1,0
2,0,1,1,36.55,24.4,1,1,1,1,1
72,2,1,2,6652.45,90.95,0,2,2,1,0
37,0,2,2,2575.45,72.25,1,1,1,1,0
62,0,2,2,6019.35,96.1,1,1,2,1,0
71,2,0,2,1379.6,19.85,0,0,0,1,0
23,0,1,2,1284.2,55.3,1,1,1,0,0
16,1,0,1,296.15,20.1,0,0,0,0,0
9,0,1,1,653.25,69.5,1,2,1,0,0
17,2,0,1,412.6,25.15,1,0,0,1,0
4,0,0,2,85.5,20.95,0,0,0,0,1
1,0,1,0,49.55,49.55,1,1,1,1,1
24,0,2,1,1928.7,79.65,1,1,1,1,0
1,0,2,0,71.25,71.25,1,1,1,0,0
72,2,2,2,7845.8,113.8,0,2,2,0,0
72,2,0,0,1750.7,24.55,0,0,0,1,0
11,0,0,2,216.2,19.7,0,0,0,0,0
9,0,0,1,178.5,20.25,0,0,0,0,1
2,0,1,2,115.1,50.15,0,1,1,1,1
60,1,2,2,6029.0,100.5,1,2,2,1,0
29,0,2,0,2745.2,95.9,1,1,2,1,1
49,2,1,2,3721.9,74.45,1,2,2,0,0
30,0,2,0,3121.1,104.1,1,2,2,0,0
53,1,0,2,990.45,19.05,0,0,0,1,0
39,2,0,1,1004.35,25.0,0,0,0,0,0
9,0,0,1,157.65,19.05,0,0,0,0,0
39,1,2,0,3219.75,81.9,0,1,1,0,0
8,0,2,0,572.85,69.7,1,1,1,0,0
51,1,2,0,4554.85,90.15,1,1,2,1,0
71,2,0,2,1847.55,25.35,0,0,0,1,0
71,2,0,1,1766.75,24.65,1,0,0,0,0
70,2,0,2,1462.05,19.55,1,0,0,1,0
1,0,1,0,25.25,25.25,0,1,1,0,1
38,2,1,2,2193.2,60.0,1,2,2,1,0
28,0,2,2,2433.5,89.9,0,1,2,1,0
32,0,0,2,641.15,19.4,0,0,0,1,0
49,2,1,1,2398.4,49.8,0,1,1,1,0
37,2,0,2,861.85,24.1,1,0,0,1,0
10,0,1,0,583.0,54.25,0,1,1,0,0
67,1,2,2,7332.4,109.9,0,2,2,1,0
7,1,1,2,249.55,35.5,1,1,1,0,0
51,1,2,2,4475.9,87.55,0,2,2,0,0
9,0,1,0,416.45,45.15,0,1,1,0,1
9,0,2,1,788.6,88.4,1,2,2,0,0
4,0,1,1,202.3,50.8,1,1,1,0,0
71,2,2,0,6994.6,99.0,1,2,1,1,0
50,0,2,2,4116.15,84.4,1,2,1,1,1
24,2,2,0,2263.45,96.55,1,2,2,1,0
22,1,1,2,1374.35,59.75,1,2,1,1,0
44,0,2,0,4915.15,111.5,1,2,2,0,0
33,0,0,2,838.5,24.25,0,0,0,1,0
1,0,2,0,75.1,75.1,1,1,1,0,1
54,1,1,2,3715.65,70.15,1,2,2,1,1
42,0,2,0,4273.45,101.75,1,2,2,0,1
1,0,1,0,45.8,45.8,0,1,1,0,1
1,0,0,1,20.5,20.5,0,0,0,0,0
30,1,1,0,2044.75,70.4,0,2,1,0,0
1,0,1,1,30.55,30.55,0,1,1,0,0
16,0,1,0,1398.25,84.9,0,2,2,1,0
1,0,0,1,20.1,20.1,1,0,0,0,1
9,0,1,1,328.95,40.65,0,2,1,1,1
46,0,2,0,4680.05,101.0,1,2,2,1,1
1,0,2,0,69.1,69.1,1,1,1,0,1
71,2,1,2,3778.2,54.5,0,1,1,1,0
43,0,2,2,3161.4,75.35,1,1,1,0,0
50,1,1,2,2188.45,44.45,1,2,1,1,0
13,0,2,1,999.45,75.0,1,1,1,0,1
19,1,2,2,1888.65,100.0,0,2,2,1,1
41,0,2,2,3990.6,98.05,0,2,2,0,0
1,0,2,0,71.15,71.15,1,1,1,0,1
24,0,1,2,1240.25,54.15,1,2,2,0,1
40,1,1,2,2635.0,63.9,0,2,1,1,0
3,0,1,2,235.0,69.15,1,2,1,1,0
37,1,1,2,2347.85,64.65,0,2,1,0,0
67,2,2,2,7156.2,108.75,1,2,2,1,1
32,0,2,0,3089.6,98.85,1,2,2,1,0
6,0,1,0,270.8,49.15,1,1,1,1,1
32,0,2,0,2901.8,89.6,0,2,1,1,0
59,0,2,0,4949.1,83.25,1,1,1,0,0
30,1,1,2,2198.9,70.25,0,1,2,1,0
20,0,0,0,374.5,19.4,1,0,0,0,1
27,2,0,0,761.95,24.5,0,0,0,1,0
20,0,2,0,1520.9,79.15,1,1,1,0,1
9,1,0,1,190.25,20.1,0,0,0,0,0
68,1,1,2,5163.0,73.0,1,2,1,1,0
69,2,1,2,4059.85,61.4,0,1,1,1,0
26,0,2,1,2281.6,84.3,1,1,1,0,0
69,2,0,2,1356.7,19.9,0,0,0,1,0
11,2,0,1,231.45,20.4,0,0,0,0,0
1,0,1,1,50.75,50.75,0,1,1,0,0
10,1,0,1,242.4,20.45,0,0,0,1,0
55,1,1,2,4264.25,75.75,1,1,2,1,0
44,1,1,0,2774.55,65.4,0,2,1,0,0
46,0,2,0,3605.2,80.4,1,1,2,1,1
69,2,1,2,4069.9,59.75,1,1,1,1,0
11,0,2,0,874.2,78.5,1,1,2,0,0
11,0,2,0,1145.35,102.0,1,2,2,1,1
29,0,1,2,1323.7,48.95,0,1,1,0,0
57,0,2,0,5497.05,99.65,1,2,2,1,0
28,1,0,2,534.7,18.25,0,0,0,0,0
42,0,1,2,2455.05,54.55,0,1,1,0,0
2,0,0,1,38.7,20.65,0,0,0,0,1
23,1,1,2,947.4,40.65,0,1,1,0,0
18,0,0,1,357.0,20.45,0,0,0,1,0
62,1,0,2,1476.25,24.8,0,0,0,1,0
1,0,2,1,70.8,70.8,1,1,1,0,1
16,0,2,2,1448.6,89.05,1,1,2,0,1
3,0,2,0,291.9,96.6,1,2,2,0,1
67,1,1,2,5903.15,88.8,1,2,2,0,0
62,2,0,2,1201.65,20.05,1,0,0,0,0
57,0,2,2,5921.35,104.5,1,2,2,1,1
2,0,2,0,146.65,69.8,1,1,1,0,0
23,2,1,2,1759.4,77.15,1,2,1,1,0
25,2,1,2,844.45,35.05,0,1,1,0,0
72,2,2,2,7774.05,108.1,1,2,2,0,0
2,0,2,0,134.05,84.05,1,2,1,1,0
8,1,0,2,140.95,20.2,1,0,0,0,0
5,0,1,1,249.95,50.6,1,1,1,0,1
35,0,1,0,1701.65,49.2,0,2,2,0,0
24,1,0,0,592.65,24.6,0,0,0,0,0
2,0,2,0,135.75,71.65,1,1,1,1,0
72,2,2,2,7732.65,104.9,1,1,2,1,0
41,0,2,0,4282.4,106.5,1,2,1,0,0
4,0,1,0,219.65,49.35,0,1,1,0,1
26,1,2,2,2018.1,75.5,0,1,1,0,0
7,0,2,0,669.0,94.25,1,2,2,0,1
1,0,2,0,68.95,68.95,1,1,1,1,1
4,0,1,1,224.85,58.5,1,1,1,1,0
48,2,1,2,3771.5,78.9,0,2,2,0,0
2,0,2,0,196.75,93.85,1,2,2,0,1
12,1,1,0,943.85,79.2,1,2,2,1,0
60,0,2,2,6572.85,109.45,1,2,2,1,0
55,2,1,0,3175.85,59.2,1,1,1,0,0
1,0,1,1,29.15,29.15,0,1,1,0,0
1,0,0,1,20.05,20.05,0,0,0,0,0
4,0,2,0,318.9,76.05,1,1,1,0,1
1,0,1,1,24.45,24.45,1,1,1,0,1
42,2,1,2,2762.75,66.5,0,1,2,0,0
1,0,1,2,49.55,49.55,0,1,1,0,0
7,0,2,2,631.85,89.35,1,2,1,0,1
3,0,2,2,232.5,73.6,1,1,1,0,0
72,2,1,2,5919.35,82.65,1,2,2,1,0
15,0,1,0,749.25,49.0,1,1,1,0,0
4,0,2,0,307.4,80.35,1,2,1,1,1
11,1,0,0,245.15,25.2,0,0,0,0,0
5,0,0,1,134.75,25.45,0,0,0,0,0
1,0,1,0,55.8,55.8,1,1,1,0,1
72,2,2,2,8240.85,110.9,1,2,2,1,0
55,0,2,2,4266.4,77.75,1,1,1,1,0
40,0,0,0,1077.5,26.2,1,0,0,1,0
57,2,0,2,1115.6,19.9,0,0,0,1,0
1,0,2,0,79.05,79.05,1,2,1,0,1
1,0,2,0,95.0,95.0,1,2,2,1,1
1,0,1,1,25.2,25.2,0,1,1,0,1
52,1,1,0,4079.55,80.85,1,2,2,1,0
41,0,2,0,4187.75,98.4,1,2,2,0,1
43,1,1,1,2391.15,56.35,1,2,1,1,0
47,2,0,2,890.5,19.3,0,0,0,1,0
3,0,1,2,137.25,50.4,0,1,1,0,0
66,2,1,2,5154.6,79.4,0,2,1,1,1
55,2,1,2,3119.9,55.25,1,1,1,1,0
29,1,0,1,529.5,19.1,0,0,0,0,0
12,0,2,0,966.55,84.05,1,2,1,0,0
66,0,2,0,6936.85,105.2,1,2,2,1,0
35,0,2,0,3496.3,101.4,1,2,2,0,1
10,0,2,0,914.3,89.8,1,1,2,1,1
27,0,2,2,1929.0,75.75,1,1,1,1,0
58,0,2,0,5817.7,95.3,1,2,2,0,0
54,2,2,2,6110.2,109.75,0,2,2,1,1
9,0,0,1,178.8,19.85,0,0,0,0,0
2,1,0,2,28.3,19.3,0,0,0,0,1
6,0,2,0,435.0,69.1,1,1,1,0,0
26,0,2,0,2351.8,91.25,1,2,2,0,1
9,0,0,1,186.15,20.25,0,0,0,0,0
8,0,1,1,445.85,54.75,1,1,1,1,0
12,0,2,0,912.0,81.45,1,2,1,0,0
15,0,1,0,679.55,49.1,1,1,1,0,1
43,1,1,0,3581.6,80.2,1,2,2,1,0
42,0,2,0,4222.95,100.3,1,2,2,0,0
31,0,1,2,1994.3,65.25,0,1,1,0,1
66,2,2,2,5930.05,90.95,1,1,1,0,0
18,0,2,0,1505.85,85.45,1,1,1,0,1
1,0,0,1,20.0,20.0,0,0,0,0,0
61,2,2,0,5638.3,94.1,1,2,1,1,1
10,0,2,0,797.25,79.85,0,1,1,0,0
1,0,2,0,71.65,71.65,1,1,1,0,1
18,0,2,0,1359.45,73.55,1,1,1,0,0
24,0,2,0,2542.45,104.65,1,2,2,1,1
3,0,0,1,54.7,19.3,0,0,0,1,0
50,1,0,2,989.05,20.15,0,0,0,0,0
1,0,1,0,44.55,44.55,0,1,1,1,0
2,0,1,1,87.3,54.45,1,1,1,0,0
17,1,0,2,351.55,19.65,1,0,0,0,0
69,2,2,0,7297.75,105.0,1,2,2,1,0
72,2,1,2,6301.7,88.7,1,2,2,1,0
3,0,2,0,210.3,74.25,1,1,1,0,1
50,2,1,2,3822.45,75.15,1,1,2,1,0
53,2,0,1,1048.45,20.25,0,0,0,0,0
58,2,2,2,6393.65,109.1,1,2,2,1,0
46,1,1,2,1489.3,30.75,1,1,1,0,0
72,0,2,2,8061.5,112.9,1,2,2,1,0
1,0,2,0,74.2,74.2,1,1,1,0,1
6,0,2,1,518.75,94.05,1,2,1,1,0
72,2,1,2,5763.15,78.85,0,1,2,1,0
4,0,1,1,238.5,55.3,1,1,2,0,0
52,2,0,1,1031.7,19.35,0,0,0,1,0
2,1,0,1,34.8,20.45,0,0,0,0,0
65,2,0,2,1319.95,19.35,0,0,0,1,0
43,0,2,0,4388.4,101.0,1,2,2,1,1
4,0,2,0,420.2,100.2,1,2,2,1,1
25,1,2,0,2177.45,89.05,1,1,2,1,1
51,1,1,2,3950.85,78.65,1,2,2,1,0
12,0,1,2,827.05,74.75,0,2,2,0,0
57,1,1,2,3913.3,70.1,1,2,2,1,1
24,1,0,1,533.5,19.9,0,0,0,1,0
64,1,1,2,3756.45,58.35,0,1,1,1,0
4,1,2,0,443.9,105.65,1,2,2,0,1
26,0,2,2,2599.95,100.5,1,2,2,0,0
15,0,0,1,284.3,20.05,0,0,0,1,0
64,2,0,2,1740.8,25.65,0,0,0,1,0
36,0,2,0,3436.1,96.5,1,2,2,1,1
27,0,2,2,2462.55,95.0,0,2,2,1,0
1,0,2,1,70.85,70.85,0,1,1,1,1
35,1,1,2,3110.1,85.95,1,2,2,0,1
4,0,2,0,280.85,73.9,1,1,1,0,1
8,0,1,0,411.75,45.45,1,1,1,1,0
10,0,0,2,198.6,20.0,1,0,0,0,0
2,0,1,1,103.7,49.2,0,1,1,0,0
58,2,2,2,6144.55,109.45,1,2,2,1,1
51,2,1,2,4089.45,83.25,1,2,2,1,0
46,2,0,1,864.2,19.25,1,0,0,1,0
1,0,0,2,19.65,19.65,1,0,0,0,0
46,0,2,2,3249.4,72.8,0,1,1,0,0
50,0,2,2,5405.8,109.65,1,2,2,1,0
53,0,1,2,3363.8,65.0,0,2,1,1,0
61,0,2,0,7132.15,114.1,1,2,2,1,0
5,0,0,2,93.55,20.65,0,0,0,0,0
47,1,1,2,4138.9,86.95,1,2,2,0,0
54,1,2,2,5121.75,94.75,1,2,1,0,0
19,0,1,2,566.1,25.35,1,1,1,0,0
26,2,2,0,2715.3,105.45,1,2,2,0,0
70,2,0,1,1782.05,25.4,0,0,0,1,0
17,0,2,0,1742.5,102.55,1,2,2,1,0
30,0,2,0,2983.8,100.2,1,2,2,0,1
